call_id,run_id,task_id,call_index,seat_id,profile_id,harness_phase,domain_phase_id,provider,requested_model,resolved_model,status,occurred_at,prompt_tokens,cached_tokens,completion_tokens,latency_seconds,exception_type,total_cost_usd,telemetry_complete
provider_call_6d3849f8f11cd155ff99,runplan_523a714111179166,cell_07149146833d669f2fd3,2,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_facts,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:05.652554Z,0,0,0,0.000373,,0.0,true
provider_call_65fa3602c8409905b456,runplan_523a714111179166,cell_07149146833d669f2fd3,3,policy,refund_v21_policy_arena_gemini-2.5-flash-lite,execution,policy_response,arena,gemini-2.5-flash-lite,gemini-2.5-flash-lite,succeeded,2026-09-12T19:20:05.656069Z,354,0,72,0.808678,,6.42e-05,true
provider_call_b06705391559a34ecc3b,runplan_523a714111179166,cell_0db5eee178dc45314533,0,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_message,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:06.579226Z,0,0,0,0.000413,,0.0,true
provider_call_2b4eec98e8ed6343348a,runplan_523a714111179166,cell_0db5eee178dc45314533,1,intake,refund_v21_intake_scripted_refund-v21-scripted-intake,execution,intake_request,scripted,refund-v21-scripted-intake,2.1.0,succeeded,2026-09-12T19:20:06.583143Z,0,0,0,0.000459,,0.0,true
provider_call_114f0bd916672b5aa8f5,runplan_523a714111179166,cell_0db5eee178dc45314533,2,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_facts,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:06.586544Z,0,0,0,0.000342,,0.0,true
provider_call_e8bad39245d7dd2f7a83,runplan_523a714111179166,cell_0db5eee178dc45314533,3,policy,refund_v21_policy_arena_gemini-2.5-flash-lite,execution,policy_response,arena,gemini-2.5-flash-lite,gemini-2.5-flash-lite,succeeded,2026-09-12T19:20:06.590011Z,346,0,62,0.732376,,5.94e-05,true
provider_call_373c72b239a8b6e19bac,runplan_523a714111179166,cell_0db5eee178dc45314533,4,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_facts,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:07.333897Z,0,0,0,0.001111,,0.0,true
provider_call_5776275333a015c1d021,runplan_523a714111179166,cell_0db5eee178dc45314533,5,policy,refund_v21_policy_arena_gemini-2.5-flash-lite,execution,policy_response,arena,gemini-2.5-flash-lite,gemini-2.5-flash-lite,succeeded,2026-09-12T19:20:07.342254Z,351,0,41,0.710339,,5.1500000000000005e-05,true
provider_call_e87b35e628f836bee8b2,runplan_523a714111179166,cell_0db5eee178dc45314533,6,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_confirmation,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:08.063941Z,0,0,0,0.000842,,0.0,true
provider_call_748af36aa0150cc98455,runplan_523a714111179166,cell_0db5eee178dc45314533,7,payments,refund_v21_payments_scripted_refund-v21-scripted-payments,execution,payments_execute,scripted,refund-v21-scripted-payments,2.1.0,succeeded,2026-09-12T19:20:08.072421Z,0,0,0,0.000637,,0.0,true
provider_call_47df5b9022a0fdb727ab,runplan_523a714111179166,cell_0fff96c1e7d614be5675,0,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_message,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:08.212427Z,0,0,0,0.00042,,0.0,true
provider_call_a531be5dbc767a820d44,runplan_523a714111179166,cell_0fff96c1e7d614be5675,1,intake,refund_v21_intake_scripted_refund-v21-scripted-intake,execution,intake_request,scripted,refund-v21-scripted-intake,2.1.0,succeeded,2026-09-12T19:20:08.216099Z,0,0,0,0.000431,,0.0,true
provider_call_d7eb151f649b0490336b,runplan_523a714111179166,cell_0fff96c1e7d614be5675,2,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_facts,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:08.219712Z,0,0,0,0.000383,,0.0,true
provider_call_afc132fbd619a9bfc35a,runplan_523a714111179166,cell_0fff96c1e7d614be5675,3,policy,refund_v21_policy_arena_gemini-2.5-flash-lite,execution,policy_response,arena,gemini-2.5-flash-lite,gemini-2.5-flash-lite,succeeded,2026-09-12T19:20:08.223287Z,354,0,72,0.824349,,6.42e-05,true
provider_call_41a267b40ae70b35f2c7,runplan_523a714111179166,cell_16041c2ae3508febd3ff,0,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_message,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:09.183894Z,0,0,0,0.000399,,0.0,true
provider_call_0ea3ac1da6ca95a0bb61,runplan_523a714111179166,cell_16041c2ae3508febd3ff,1,intake,refund_v21_intake_scripted_refund-v21-scripted-intake,execution,intake_request,scripted,refund-v21-scripted-intake,2.1.0,succeeded,2026-09-12T19:20:09.187264Z,0,0,0,0.000331,,0.0,true
provider_call_cc819a5e9067c115310d,runplan_523a714111179166,cell_16041c2ae3508febd3ff,2,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_facts,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:09.190498Z,0,0,0,0.000326,,0.0,true
provider_call_fe75d0a17f41dcd0703d,runplan_523a714111179166,cell_16041c2ae3508febd3ff,3,policy,refund_v21_policy_arena_gemini-2.5-flash-lite,execution,policy_response,arena,gemini-2.5-flash-lite,gemini-2.5-flash-lite,succeeded,2026-09-12T19:20:09.193856Z,347,0,72,0.702643,,6.35e-05,true
provider_call_fca9ef21e637118fca20,runplan_523a714111179166,cell_17a3ae8f75e7ab79a2fd,0,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_message,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:10.032704Z,0,0,0,0.000466,,0.0,true
provider_call_fcaf6d3b0c50dcba3ee1,runplan_523a714111179166,cell_17a3ae8f75e7ab79a2fd,1,intake,refund_v21_intake_scripted_refund-v21-scripted-intake,execution,intake_request,scripted,refund-v21-scripted-intake,2.1.0,succeeded,2026-09-12T19:20:10.036301Z,0,0,0,0.000346,,0.0,true
provider_call_638c10deddea7cf49e26,runplan_523a714111179166,cell_17a3ae8f75e7ab79a2fd,2,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_facts,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:10.039478Z,0,0,0,0.000327,,0.0,true
provider_call_0ebe3fab75801a8101dc,runplan_523a714111179166,cell_17a3ae8f75e7ab79a2fd,3,policy,refund_v21_policy_arena_gemini-2.5-flash-lite,execution,policy_response,arena,gemini-2.5-flash-lite,gemini-2.5-flash-lite,succeeded,2026-09-12T19:20:10.042862Z,346,0,62,0.774455,,5.94e-05,true
provider_call_0ba408ac21a76c9e87c4,runplan_523a714111179166,cell_17a3ae8f75e7ab79a2fd,4,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_facts,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:10.826438Z,0,0,0,0.00069,,0.0,true
provider_call_f15d92557751af412f98,runplan_523a714111179166,cell_17a3ae8f75e7ab79a2fd,5,policy,refund_v21_policy_arena_gemini-2.5-flash-lite,execution,policy_response,arena,gemini-2.5-flash-lite,gemini-2.5-flash-lite,succeeded,2026-09-12T19:20:10.833847Z,351,0,41,0.699905,,5.1500000000000005e-05,true
provider_call_a7c081a266251daa44ed,runplan_523a714111179166,cell_17a3ae8f75e7ab79a2fd,6,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_confirmation,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:11.545089Z,0,0,0,0.001069,,0.0,true
provider_call_3b4d0597bfe7850d43b9,runplan_523a714111179166,cell_17a3ae8f75e7ab79a2fd,7,payments,refund_v21_payments_scripted_refund-v21-scripted-payments,execution,payments_execute,scripted,refund-v21-scripted-payments,2.1.0,succeeded,2026-09-12T19:20:11.553932Z,0,0,0,0.000681,,0.0,true
provider_call_33462069658ed6d7c229,runplan_523a714111179166,cell_18b74b1858a84d94dc2e,0,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_message,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:11.694688Z,0,0,0,0.00039,,0.0,true
provider_call_a6c089914044f8622a9a,runplan_523a714111179166,cell_18b74b1858a84d94dc2e,1,intake,refund_v21_intake_scripted_refund-v21-scripted-intake,execution,intake_request,scripted,refund-v21-scripted-intake,2.1.0,succeeded,2026-09-12T19:20:11.698184Z,0,0,0,0.000393,,0.0,true
provider_call_e05a39b5a8acb64b28b2,runplan_523a714111179166,cell_18b74b1858a84d94dc2e,2,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_facts,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:11.701870Z,0,0,0,0.000343,,0.0,true
provider_call_0060dd2eb763eb8180f8,runplan_523a714111179166,cell_18b74b1858a84d94dc2e,3,policy,refund_v21_policy_arena_gemini-2.5-flash-lite,execution,policy_response,arena,gemini-2.5-flash-lite,gemini-2.5-flash-lite,succeeded,2026-09-12T19:20:11.705587Z,347,0,72,0.782203,,6.35e-05,true
provider_call_a966f6c12e3c487648cb,runplan_523a714111179166,cell_1b9e7ab57fed0c2a2334,0,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_message,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:12.620304Z,0,0,0,0.000449,,0.0,true
provider_call_073115b6afc605e3b9b1,runplan_523a714111179166,cell_1b9e7ab57fed0c2a2334,1,intake,refund_v21_intake_scripted_refund-v21-scripted-intake,execution,intake_request,scripted,refund-v21-scripted-intake,2.1.0,succeeded,2026-09-12T19:20:12.623939Z,0,0,0,0.000358,,0.0,true
provider_call_95162a59b1b92f136923,runplan_523a714111179166,cell_1b9e7ab57fed0c2a2334,2,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_facts,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:12.627172Z,0,0,0,0.000332,,0.0,true
provider_call_d2e799aef49e7d7400f8,runplan_523a714111179166,cell_1b9e7ab57fed0c2a2334,3,policy,refund_v21_policy_arena_gemini-2.5-flash-lite,execution,policy_response,arena,gemini-2.5-flash-lite,gemini-2.5-flash-lite,succeeded,2026-09-12T19:20:12.630588Z,347,0,72,0.851519,,6.35e-05,true
provider_call_c03907c82cf786738525,runplan_523a714111179166,cell_21a463951d8a522aba9b,0,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_message,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:13.623523Z,0,0,0,0.000377,,0.0,true
provider_call_51aa699282bacb2b4adf,runplan_523a714111179166,cell_21a463951d8a522aba9b,1,intake,refund_v21_intake_scripted_refund-v21-scripted-intake,execution,intake_request,scripted,refund-v21-scripted-intake,2.1.0,succeeded,2026-09-12T19:20:13.626939Z,0,0,0,0.000366,,0.0,true
provider_call_2962fb10b8dc016410e0,runplan_523a714111179166,cell_21a463951d8a522aba9b,2,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_facts,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:13.630157Z,0,0,0,0.000332,,0.0,true
provider_call_36b5fcafdb20432f9935,runplan_523a714111179166,cell_21a463951d8a522aba9b,3,policy,refund_v21_policy_arena_gemini-2.5-flash-lite,execution,policy_response,arena,gemini-2.5-flash-lite,gemini-2.5-flash-lite,succeeded,2026-09-12T19:20:13.634088Z,355,0,58,0.76675,,5.8700000000000004e-05,true
provider_call_5e1f096c82cf429844bc,runplan_523a714111179166,cell_24fda0f2d0e514db3dc1,0,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_message,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:14.533525Z,0,0,0,0.000577,,0.0,true
provider_call_616b497ae9bfca86b152,runplan_523a714111179166,cell_24fda0f2d0e514db3dc1,1,intake,refund_v21_intake_scripted_refund-v21-scripted-intake,execution,intake_request,scripted,refund-v21-scripted-intake,2.1.0,succeeded,2026-09-12T19:20:14.537376Z,0,0,0,0.000358,,0.0,true
provider_call_8ce0058ea88149e72df8,runplan_523a714111179166,cell_24fda0f2d0e514db3dc1,2,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_facts,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:14.540867Z,0,0,0,0.000442,,0.0,true
provider_call_e790e284b4b17c19629a,runplan_523a714111179166,cell_24fda0f2d0e514db3dc1,3,policy,refund_v21_policy_arena_gemini-2.5-flash-lite,execution,policy_response,arena,gemini-2.5-flash-lite,gemini-2.5-flash-lite,succeeded,2026-09-12T19:20:14.545778Z,346,0,62,0.778047,,5.94e-05,true
provider_call_5c266c031c0792be10aa,runplan_523a714111179166,cell_24fda0f2d0e514db3dc1,4,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_facts,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:15.334714Z,0,0,0,0.000967,,0.0,true
provider_call_df871aee0c07a79fb6c7,runplan_523a714111179166,cell_24fda0f2d0e514db3dc1,5,policy,refund_v21_policy_arena_gemini-2.5-flash-lite,execution,policy_response,arena,gemini-2.5-flash-lite,gemini-2.5-flash-lite,succeeded,2026-09-12T19:20:15.343567Z,351,0,41,0.560081,,5.1500000000000005e-05,true
provider_call_f251a846d796cbd1f081,runplan_523a714111179166,cell_24fda0f2d0e514db3dc1,6,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_confirmation,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:15.907689Z,0,0,0,0.000364,,0.0,true
provider_call_ed503f4eb04a34f2bdee,runplan_523a714111179166,cell_24fda0f2d0e514db3dc1,7,payments,refund_v21_payments_scripted_refund-v21-scripted-payments,execution,payments_execute,scripted,refund-v21-scripted-payments,2.1.0,succeeded,2026-09-12T19:20:15.911613Z,0,0,0,0.000319,,0.0,true
provider_call_4e22aaec3b5c41a47a33,runplan_523a714111179166,cell_2739db791aa190d7596a,0,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_message,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:16.040042Z,0,0,0,0.000421,,0.0,true
provider_call_a0884dae856cbfbe6475,runplan_523a714111179166,cell_2739db791aa190d7596a,1,intake,refund_v21_intake_scripted_refund-v21-scripted-intake,execution,intake_request,scripted,refund-v21-scripted-intake,2.1.0,succeeded,2026-09-12T19:20:16.043733Z,0,0,0,0.00034,,0.0,true
provider_call_92b93c1d24f133768965,runplan_523a714111179166,cell_2739db791aa190d7596a,2,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_facts,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:16.047174Z,0,0,0,0.000355,,0.0,true
provider_call_addbd639bc285f8c56a2,runplan_523a714111179166,cell_2739db791aa190d7596a,3,policy,refund_v21_policy_arena_gemini-2.5-flash-lite,execution,policy_response,arena,gemini-2.5-flash-lite,gemini-2.5-flash-lite,succeeded,2026-09-12T19:20:16.050984Z,354,0,72,0.807451,,6.42e-05,true
provider_call_a053908e39f5a3d90b87,runplan_523a714111179166,cell_276953bc123fb74dba17,0,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_message,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:16.991189Z,0,0,0,0.000439,,0.0,true
provider_call_dbb4b73ae803ffba0332,runplan_523a714111179166,cell_276953bc123fb74dba17,1,intake,refund_v21_intake_scripted_refund-v21-scripted-intake,execution,intake_request,scripted,refund-v21-scripted-intake,2.1.0,succeeded,2026-09-12T19:20:16.994759Z,0,0,0,0.000352,,0.0,true
provider_call_5f12415c0b226020f1b6,runplan_523a714111179166,cell_276953bc123fb74dba17,2,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_facts,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:16.997988Z,0,0,0,0.000364,,0.0,true
provider_call_c7f71dc05735f98b252e,runplan_523a714111179166,cell_276953bc123fb74dba17,3,policy,refund_v21_policy_arena_gemini-2.5-flash-lite,execution,policy_response,arena,gemini-2.5-flash-lite,gemini-2.5-flash-lite,succeeded,2026-09-12T19:20:17.001830Z,355,0,58,0.64212,,5.8700000000000004e-05,true
provider_call_5caa27edbf741c85e2df,runplan_523a714111179166,cell_278c1167ab99af449bba,0,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_message,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:17.777099Z,0,0,0,0.000373,,0.0,true
provider_call_feb1b36e2836a7e6a93e,runplan_523a714111179166,cell_278c1167ab99af449bba,1,intake,refund_v21_intake_scripted_refund-v21-scripted-intake,execution,intake_request,scripted,refund-v21-scripted-intake,2.1.0,succeeded,2026-09-12T19:20:17.780433Z,0,0,0,0.000353,,0.0,true
provider_call_ce8a40c00d17e4c8ac53,runplan_523a714111179166,cell_278c1167ab99af449bba,2,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_facts,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:17.784051Z,0,0,0,0.000362,,0.0,true
provider_call_1acb92eb6b406e60c737,runplan_523a714111179166,cell_278c1167ab99af449bba,3,policy,refund_v21_policy_arena_gemini-2.5-flash-lite,execution,policy_response,arena,gemini-2.5-flash-lite,gemini-2.5-flash-lite,succeeded,2026-09-12T19:20:17.787488Z,352,0,89,0.673477,,7.080000000000001e-05,true
provider_call_96486608a056da2be0d0,runplan_523a714111179166,cell_2c6304962802f3383ee0,0,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_message,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:18.591681Z,0,0,0,0.000435,,0.0,true
provider_call_ca453971419c09f17b77,runplan_523a714111179166,cell_2c6304962802f3383ee0,1,intake,refund_v21_intake_scripted_refund-v21-scripted-intake,execution,intake_request,scripted,refund-v21-scripted-intake,2.1.0,succeeded,2026-09-12T19:20:18.595447Z,0,0,0,0.000351,,0.0,true
provider_call_65529783c666f5324beb,runplan_523a714111179166,cell_2c6304962802f3383ee0,2,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_facts,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:18.599026Z,0,0,0,0.000453,,0.0,true
provider_call_e1d2ea68329690a8c90f,runplan_523a714111179166,cell_2c6304962802f3383ee0,3,policy,refund_v21_policy_arena_gemini-2.5-flash-lite,execution,policy_response,arena,gemini-2.5-flash-lite,gemini-2.5-flash-lite,succeeded,2026-09-12T19:20:18.603062Z,347,0,72,0.795398,,6.35e-05,true
provider_call_d3bdb2546a0a5a874fe6,runplan_523a714111179166,cell_2fc55636e0d7ca96eafb,0,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_message,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:19.529790Z,0,0,0,0.000388,,0.0,true
provider_call_3d07a8524a7cc0fd9251,runplan_523a714111179166,cell_2fc55636e0d7ca96eafb,1,intake,refund_v21_intake_scripted_refund-v21-scripted-intake,execution,intake_request,scripted,refund-v21-scripted-intake,2.1.0,succeeded,2026-09-12T19:20:19.533532Z,0,0,0,0.000495,,0.0,true
provider_call_d73f4289a92ce58bcb52,runplan_523a714111179166,cell_2fc55636e0d7ca96eafb,2,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_facts,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:19.537312Z,0,0,0,0.000327,,0.0,true
provider_call_efcbc2e763d3256ab0ba,runplan_523a714111179166,cell_2fc55636e0d7ca96eafb,3,policy,refund_v21_policy_arena_gemini-2.5-flash-lite,execution,policy_response,arena,gemini-2.5-flash-lite,gemini-2.5-flash-lite,succeeded,2026-09-12T19:20:19.540806Z,355,0,58,0.696237,,5.8700000000000004e-05,true
provider_call_9722f3efe8978b0e6d83,runplan_523a714111179166,cell_357705db32c759dd35e1,0,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_message,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:20.374649Z,0,0,0,0.000383,,0.0,true
provider_call_72d7a97808aa36f25e4a,runplan_523a714111179166,cell_357705db32c759dd35e1,1,intake,refund_v21_intake_scripted_refund-v21-scripted-intake,execution,intake_request,scripted,refund-v21-scripted-intake,2.1.0,succeeded,2026-09-12T19:20:20.378351Z,0,0,0,0.000362,,0.0,true
provider_call_bea904125764c1dccb31,runplan_523a714111179166,cell_357705db32c759dd35e1,2,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_facts,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:20.381626Z,0,0,0,0.00033,,0.0,true
provider_call_9d7ee57d872ca5aa792b,runplan_523a714111179166,cell_357705db32c759dd35e1,3,policy,refund_v21_policy_arena_gemini-2.5-flash-lite,execution,policy_response,arena,gemini-2.5-flash-lite,gemini-2.5-flash-lite,succeeded,2026-09-12T19:20:20.386031Z,357,0,53,0.671659,,5.69e-05,true
provider_call_586f7cdfe46f11ef3c04,runplan_523a714111179166,cell_380f7c8e3153e01eb9e9,0,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_message,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:21.193064Z,0,0,0,0.000412,,0.0,true
provider_call_103e1e687a3d38f55c6b,runplan_523a714111179166,cell_380f7c8e3153e01eb9e9,1,intake,refund_v21_intake_scripted_refund-v21-scripted-intake,execution,intake_request,scripted,refund-v21-scripted-intake,2.1.0,succeeded,2026-09-12T19:20:21.196700Z,0,0,0,0.000368,,0.0,true
provider_call_a647c62ab40715e4b909,runplan_523a714111179166,cell_380f7c8e3153e01eb9e9,2,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_facts,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:21.200341Z,0,0,0,0.000386,,0.0,true
provider_call_b6e1a36c04f6a3eea599,runplan_523a714111179166,cell_380f7c8e3153e01eb9e9,3,policy,refund_v21_policy_arena_gemini-2.5-flash-lite,execution,policy_response,arena,gemini-2.5-flash-lite,gemini-2.5-flash-lite,succeeded,2026-09-12T19:20:21.203923Z,346,0,62,0.673622,,5.94e-05,true
provider_call_6ae6c680c6903e9a80e9,runplan_523a714111179166,cell_380f7c8e3153e01eb9e9,4,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_facts,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:21.888417Z,0,0,0,0.00082,,0.0,true
provider_call_94382cfe8e4d41109c6b,runplan_523a714111179166,cell_380f7c8e3153e01eb9e9,5,policy,refund_v21_policy_arena_gemini-2.5-flash-lite,execution,policy_response,arena,gemini-2.5-flash-lite,gemini-2.5-flash-lite,succeeded,2026-09-12T19:20:21.896282Z,351,0,41,0.901333,,5.1500000000000005e-05,true
provider_call_2c568e53e79bf86446b1,runplan_523a714111179166,cell_380f7c8e3153e01eb9e9,6,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_confirmation,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:22.808532Z,0,0,0,0.00087,,0.0,true
provider_call_1eb8ba5e5dbc42b5cc90,runplan_523a714111179166,cell_380f7c8e3153e01eb9e9,7,payments,refund_v21_payments_scripted_refund-v21-scripted-payments,execution,payments_execute,scripted,refund-v21-scripted-payments,2.1.0,succeeded,2026-09-12T19:20:22.817223Z,0,0,0,0.000989,,0.0,true
provider_call_9441c80694cc453c7bf0,runplan_523a714111179166,cell_430b839ba1de672de72a,0,customer,refund_v21_customer_scripted_refund-v21-scripted-customer,execution,customer_message,scripted,refund-v21-scripted-customer,2.1.0,succeeded,2026-09-12T19:20:22.957409Z,0,0,0,0.00039,,0.0,true
